N,P,K,Soil_pH,Soil_Moisture,Organic_Carbon,Temperature,Humidity,Rainfall,Sunlight_Hours,Wind_Speed,Altitude,Fertilizer_Used,Pesticide_Used,Crop_Yield_ton_per_hectare,Normalize_Rainfall_by_Windspeed,Soil_Type_Loamy,Soil_Type_Sandy,Soil_Type_Silt,Region_East,Region_North,Region_South,Region_West,Season_Rabi,Season_Zaid,Crop_Type_Maize,Crop_Type_Potato,Crop_Type_Rice,Crop_Type_Sugarcane,Crop_Type_Wheat,Irrigation_Type_Drip,Irrigation_Type_Rainfed,Irrigation_Type_Sprinkler,SOC_Binned_0.5,SOC_Binned_1.0,SOC_Binned_1.5,Soil_Moisture_Binned_20,Soil_Moisture_Binned_40,Soil_Moisture_Binned_60
35,84,32,6.98,60.96,1.32,19.64,48.81,2302.54,5.92,5.87,1848,148.33,7.11,14.32,392.2555366269165,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1
95,83,78,6.89,21.35,1.53,20.85,79.66,1536.07,8.13,5.08,1678,264.8,15.93,9.4,302.3759842519685,0,0,1,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,1,0,0
104,74,62,6.16,36.6,0.58,29.45,51.5,790.55,7.91,15.74,397,179.78,22.8,5.11,50.225540025412954,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0
33,64,93,7.65,53.35,1.06,21.95,40.95,2080.47,9.51,2.9,1209,318.01,16.52,77.68,717.403448275862,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0
108,26,42,6.1,22.41,1.45,16.74,71.74,1940.01,5.24,17.49,796,227.71,5.19,8.84,110.92109777015439,0,1,0,0,0,1,0,1,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0
163,61,98,7.18,61.65,1.4,15.3,38.13,1240.94,9.71,10.62,866,174.28,8.37,25.61,116.84934086629004,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1
147,81,42,5.8,41.31,0.98,31.72,47.63,1745.37,6.44,16.77,706,291.46,12.54,9.29,104.07692307692307,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0
142,79,120,5.3,40.24,1.53,32.52,56.67,1966.73,7.98,17.69,1304,210.35,4.23,9.29,111.1775014132278,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0
123,41,128,5.24,36.21,1.22,15.87,38.5,454.96,5.6,8.08,1655,254.2,17.77,8.19,56.306930693069305,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,1,0,0
91,62,130,6.96,58.37,0.98,19.57,47.24,1344.03,7.34,4.28,615,262.37,18.63,8.61,314.0257009345794,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0
108,76,36,5.92,62.42,0.38,38.7,68.5,1611.68,5.17,16.93,110,331.29,13.26,27.29,95.19669226225635,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1
165,58,105,5.74,34.0,0.93,39.53,63.44,2108.3,8.8,15.45,1919,79.91,14.96,4.7,136.45954692556637,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0
55,33,58,6.81,42.12,0.85,27.56,80.66,1254.21,4.32,4.07,1136,196.58,6.52,73.35,308.15970515970514,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0
73,73,60,4.89,30.77,0.7,32.71,38.45,726.92,8.21,3.58,1668,224.17,7.24,25.25,203.0502793296089,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,1,0,0,1,0,0
162,22,67,5.64,33.4,1.53,32.45,81.83,524.05,9.26,17.84,537,324.9,4.27,73.0,29.374999999999996,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,1,0,0
99,69,96,5.96,16.42,1.5,21.87,34.54,2323.41,10.17,10.83,1477,91.26,13.29,8.69,214.53462603878114,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0
147,61,20,7.21,54.3,0.74,11.45,74.61,1497.95,9.72,8.71,1622,128.8,8.98,9.79,171.9804822043628,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0
97,16,136,6.65,63.47,0.87,32.22,42.41,873.26,10.26,11.61,1913,331.44,6.15,10.9,75.21619293712317,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1
48,53,38,7.71,53.48,1.28,14.07,84.19,2312.09,8.3,15.19,1669,199.8,1.27,10.25,152.21132323897302,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0
49,59,78,5.94,40.91,1.39,18.71,32.49,2329.85,4.36,1.25,986,251.94,13.6,10.6,1863.8799999999999,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0
142,46,126,5.81,56.38,0.44,19.47,64.81,1928.2,10.79,2.72,1948,220.75,1.93,76.68,708.8970588235294,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0
169,79,47,4.91,57.89,0.94,20.47,30.77,600.29,9.45,12.62,1768,320.85,18.11,76.81,47.56656101426307,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0
76,52,53,8.04,42.23,1.49,23.97,74.16,1058.72,8.15,12.54,1122,86.45,14.87,3.84,84.42743221690591,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0
30,91,58,6.51,61.86,1.16,25.05,32.02,2506.23,7.22,17.75,2138,74.9,9.18,8.37,141.19605633802817,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1
119,25,145,6.51,16.51,1.01,24.51,73.63,603.81,4.68,1.46,949,192.84,16.44,8.29,413.5684931506849,0,0,1,0,0,1,0,0,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0
171,24,102,7.94,15.5,1.23,14.89,78.51,2051.38,4.07,2.35,723,320.85,14.97,11.21,872.9276595744681,0,0,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
93,73,125,5.79,19.07,1.16,29.46,83.73,940.2,7.05,9.16,932,234.37,12.73,7.96,102.64192139737992,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
67,69,129,5.93,17.89,1.52,33.71,51.57,385.51,10.81,12.19,2045,263.13,23.36,6.19,31.62510254306809,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
66,34,140,7.03,36.23,1.49,23.85,62.55,2022.64,7.68,5.39,558,317.77,24.08,10.64,375.2578849721707,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0
155,95,126,7.47,62.02,0.82,35.15,74.01,962.28,6.75,5.36,1632,102.15,19.87,24.73,179.52985074626864,0,1,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,1
168,31,42,7.18,48.76,0.34,23.33,79.24,2157.5,7.19,1.66,1037,241.24,21.46,10.8,1299.698795180723,0,0,1,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0
129,82,90,7.48,47.97,0.73,27.05,76.97,1217.48,6.09,1.79,63,112.17,10.24,8.16,680.1564245810056,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0
106,19,126,6.76,34.24,0.56,12.09,80.87,848.46,10.84,2.53,2086,287.99,24.03,75.61,335.35968379446643,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0
32,74,65,7.73,41.69,0.47,14.41,83.86,2574.95,4.93,2.18,881,282.6,10.9,24.77,1181.169724770642,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0
163,37,89,6.67,30.21,1.45,33.02,69.02,1188.11,8.87,15.96,123,82.94,20.9,10.11,74.44298245614034,0,1,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0,0,1,0,1,0,0
39,60,50,5.58,40.89,1.22,17.48,40.44,2586.21,7.16,7.92,993,333.68,23.46,11.71,326.5416666666667,0,0,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,1,0
34,66,112,6.64,52.33,0.34,12.81,80.01,2703.2,5.07,13.9,1420,174.9,18.56,25.95,194.47482014388487,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0
167,24,137,7.22,42.93,1.5,27.05,57.8,1316.1,8.11,3.16,1821,94.98,3.42,75.28,416.48734177215186,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0
159,60,100,7.02,35.94,1.47,12.83,33.04,2095.75,8.16,1.19,1633,128.76,21.64,75.17,1761.1344537815128,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,1,0,1,0,0
42,42,79,5.63,57.25,1.53,30.52,67.56,1291.39,5.26,17.97,7,322.75,2.92,11.55,71.86366165831943,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0
159,57,95,4.94,29.37,1.38,30.68,73.65,1941.11,7.23,14.55,1596,201.81,22.78,27.55,133.40962199312713,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,1,0,1,0,0
113,40,82,5.66,39.07,0.4,23.59,57.47,2229.66,10.29,15.15,1384,255.76,24.16,6.64,147.17227722772276,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
94,69,119,8.15,63.91,1.11,30.57,60.4,1896.13,4.8,11.24,1817,190.57,18.16,6.9,168.69483985765126,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1
92,62,67,5.43,63.37,0.41,33.98,63.0,1023.91,10.83,4.36,1288,88.85,21.27,74.96,234.84174311926603,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1
130,43,93,6.38,15.31,1.23,15.93,45.15,1070.41,4.06,1.4,726,248.36,1.82,8.26,764.5785714285715,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
102,41,77,6.97,41.61,0.56,29.49,52.44,2454.26,8.36,13.7,1832,349.64,6.74,77.31,179.14306569343069,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,1,0
46,32,49,7.79,31.85,1.52,30.77,78.41,1710.13,7.93,14.79,1280,210.1,16.6,73.9,115.62745098039217,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0
38,74,29,7.38,29.56,1.51,15.83,31.79,2553.94,4.08,9.18,466,124.24,21.56,6.02,278.2069716775599,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0
172,88,58,7.89,44.81,1.07,31.81,63.41,1347.08,8.34,11.57,1124,139.21,22.49,75.0,116.42869490060501,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0
67,83,74,6.85,37.32,1.28,31.59,31.91,958.17,9.58,17.64,256,131.65,11.95,8.07,54.31802721088435,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0
123,88,47,7.74,51.64,1.42,14.72,42.1,1820.52,4.41,6.74,373,333.91,7.69,11.44,270.106824925816,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0
124,35,137,5.7,16.36,0.81,19.52,52.37,2525.03,7.51,15.45,1170,336.2,9.16,24.56,163.43236245954694,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0
78,38,133,6.26,61.34,1.05,38.23,41.19,1553.39,9.11,15.84,1857,142.84,10.34,24.58,98.0675505050505,0,1,0,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1
98,17,94,7.67,43.38,0.53,12.13,80.91,994.55,9.55,2.42,1537,62.03,14.66,73.47,410.9710743801653,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0
91,76,84,5.91,49.2,1.58,16.87,82.21,853.82,9.76,9.08,1935,151.74,17.9,10.54,94.0330396475771,0,0,1,0,0,1,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0
107,16,100,7.76,45.23,1.51,27.36,39.18,1422.99,4.57,10.85,2126,224.81,1.02,8.99,131.15115207373273,0,1,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,1,0
146,80,119,6.03,64.46,0.93,39.06,83.54,2435.83,8.64,3.46,2085,297.48,17.05,12.73,703.9971098265896,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1,1,0,0,0,0,1
149,56,119,6.04,64.31,1.02,17.71,43.8,1014.18,9.04,7.99,449,181.15,18.0,9.92,126.93116395494367,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,1,0,0,0,1
166,48,65,5.85,45.49,0.87,34.5,30.73,1684.31,5.92,8.7,385,200.35,16.98,76.79,193.59885057471266,0,0,1,1,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,1,0
105,56,79,6.66,49.2,0.3,21.02,74.21,732.63,10.83,5.72,975,96.7,20.76,74.37,128.08216783216784,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0
64,34,116,5.24,45.93,0.6,20.57,61.09,2157.65,9.03,2.53,819,226.1,24.82,11.02,852.8260869565219,0,1,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0
30,82,22,4.92,30.53,0.43,39.88,59.9,1447.9,10.42,6.92,1824,238.39,8.97,22.81,209.23410404624278,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0
69,59,133,7.85,24.63,0.72,34.52,30.16,896.48,8.86,11.39,717,100.07,3.98,4.07,78.70763827919227,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,1,0,0,1,0,0
93,89,135,7.96,35.14,0.61,17.46,88.71,2187.4,4.91,7.32,178,151.97,20.97,10.33,298.8251366120219,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,1,0,0,1,0,0
179,56,77,5.06,49.14,1.29,15.57,79.95,2120.11,5.81,5.0,1406,142.66,1.1,74.44,424.02200000000005,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0
89,61,89,6.67,17.8,0.96,12.52,88.05,383.9,6.96,4.37,489,316.37,4.51,11.27,87.84897025171624,1,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0
93,19,112,6.63,40.72,1.36,24.48,44.62,1404.17,7.0,7.93,1557,225.91,24.11,11.02,177.0706179066835,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,1,0
122,63,124,6.07,35.42,1.13,20.04,66.22,1782.57,8.52,17.46,466,265.22,22.46,8.82,102.09450171821305,0,1,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,1,0,0
101,51,68,6.73,41.37,1.15,21.42,74.8,939.93,8.05,11.72,744,179.25,9.42,75.02,80.19880546075085,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0
40,48,102,6.36,58.01,1.44,22.94,78.2,440.73,4.6,2.79,1514,173.58,21.13,7.84,157.96774193548387,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,1,0
134,87,36,6.46,17.38,1.4,39.73,76.9,1009.94,9.88,3.35,313,150.41,4.23,8.32,301.47462686567167,0,0,1,0,0,0,1,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0
43,84,73,7.37,53.18,0.38,10.09,64.34,2467.82,9.97,11.12,1305,132.5,22.56,7.43,221.9262589928058,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
89,32,131,6.59,48.35,1.05,22.78,31.9,1148.32,9.96,5.22,1186,339.59,10.61,76.55,219.98467432950193,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0
59,92,68,5.9,25.19,0.84,11.95,89.64,2266.72,5.54,15.16,1025,186.08,6.58,7.01,149.5197889182058,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,1,0,0
64,33,104,6.78,51.71,1.08,30.19,36.89,2055.55,6.23,2.18,1317,159.63,21.0,72.82,942.9128440366973,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0
34,92,31,6.98,39.82,1.42,11.51,40.85,2696.5,9.15,5.02,579,164.15,6.16,10.75,537.1513944223108,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,1,0,1,0,0
112,54,145,7.05,39.05,0.32,33.0,79.47,2480.06,6.84,11.79,555,165.26,7.09,25.55,210.35284139100935,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
152,31,117,6.9,39.15,0.31,36.03,36.03,2653.96,7.13,12.16,561,111.68,13.53,78.31,218.25328947368422,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0
107,74,67,7.06,62.46,0.38,39.12,42.8,358.24,8.18,13.13,326,119.27,13.15,7.83,27.284082254379282,0,0,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1
91,56,47,5.85,62.22,1.44,13.63,31.22,1043.23,4.23,15.74,1849,253.09,8.81,8.45,66.27890724269378,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,1
161,95,99,6.32,60.68,0.76,39.37,39.4,2481.88,4.21,17.47,1065,64.14,14.91,10.42,142.06525472238124,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1
118,86,29,7.07,59.34,0.78,22.37,69.54,1231.78,4.42,4.42,1977,271.82,5.39,76.34,278.68325791855204,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,1,0
71,79,71,7.36,16.88,0.75,28.98,51.63,431.86,5.56,5.4,2022,110.04,6.47,7.16,79.97407407407407,0,0,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0
118,67,109,6.28,35.03,0.6,10.0,38.11,2621.54,10.87,7.7,1420,288.31,8.72,12.0,340.4597402597403,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0
175,21,81,6.04,59.74,0.35,21.11,45.84,1429.99,4.69,7.51,735,159.6,11.96,74.43,190.41145139813582,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0
69,19,126,7.23,52.76,1.48,20.59,75.22,429.52,10.19,7.01,819,99.47,16.4,8.03,61.27246790299572,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0
101,38,60,5.56,37.83,0.6,25.11,63.41,1009.52,4.84,2.06,233,280.61,9.89,7.54,490.05825242718447,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0
68,42,118,4.83,53.66,1.46,13.98,58.56,2439.44,9.16,15.67,215,192.47,13.55,7.02,155.6758136566688,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
133,76,74,6.4,25.41,1.54,30.71,32.8,2274.16,8.46,12.28,1745,110.65,23.85,74.19,185.19218241042344,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,1,0,0
43,31,47,5.39,44.99,1.05,27.87,60.7,2793.12,9.1,14.38,550,236.89,4.64,75.44,194.23643949930457,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0
61,34,120,6.09,41.65,0.78,16.37,58.89,1400.08,4.61,18.0,462,235.01,4.12,76.37,77.78222222222222,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0
154,17,66,5.79,43.68,1.3,39.51,56.57,1056.31,9.26,9.32,788,241.35,14.71,6.18,113.33798283261801,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0
126,51,149,7.44,51.09,0.33,10.17,59.25,632.87,6.29,3.26,31,140.57,23.95,11.28,194.1319018404908,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0
52,29,136,5.93,62.49,1.51,20.08,34.46,1045.15,5.76,15.16,769,61.05,18.7,7.54,68.94129287598945,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1
92,65,127,6.98,28.2,0.83,17.85,85.98,799.08,8.37,13.62,840,278.65,6.43,7.23,58.66960352422908,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0
172,62,88,7.09,52.9,0.7,26.8,48.37,1970.05,4.7,14.06,1743,63.94,19.66,74.82,140.11735419630156,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,1,0,0,0,1,0
174,22,47,6.35,47.26,0.47,36.65,69.15,2215.45,5.69,3.74,2079,148.76,8.1,11.01,592.3663101604277,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
82,27,98,5.08,49.76,1.54,29.73,51.54,2309.05,7.87,13.83,1671,150.74,8.23,75.35,166.9595083152567,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,1,0,1,0
133,62,33,7.18,36.45,1.35,11.43,49.68,2180.42,9.46,11.07,431,127.14,6.82,9.11,196.96657633242998,0,0,1,0,0,1,0,0,1,1,0,0,0,0,1,0,0,0,1,0,1,0,0
133,17,65,5.06,62.23,1.24,35.9,73.5,1525.85,10.08,1.86,338,166.15,14.73,11.49,820.3494623655913,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1
68,79,35,5.14,38.98,1.51,17.95,55.13,1281.16,6.99,5.97,1650,282.53,0.01,8.11,214.59966499162482,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0
163,87,100,5.47,21.08,1.55,13.31,66.95,550.38,10.83,4.75,1483,284.86,0.52,8.11,115.86947368421052,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,1,0,0
96,45,77,5.75,49.03,0.65,22.98,46.45,1746.62,9.42,5.95,467,96.84,18.48,8.28,293.54957983193276,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,1,0,0,0,1,0
164,40,67,7.68,21.44,1.32,36.96,45.93,1432.08,6.82,4.4,1299,292.39,1.48,10.03,325.47272727272724,0,0,0,0,0,0,1,1,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0
71,95,68,7.09,31.13,1.3,11.04,41.94,908.14,6.74,7.76,1369,96.85,18.73,21.98,117.02835051546391,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0
44,70,108,6.12,26.4,1.02,28.77,48.05,2306.41,7.08,4.69,1927,291.1,7.35,11.95,491.7718550106609,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0
140,48,149,8.13,41.95,0.5,19.97,33.89,2077.69,9.23,7.73,801,153.52,19.91,8.3,268.78266494178524,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0
62,23,33,5.63,32.38,1.52,28.68,34.67,1720.4,6.24,1.28,582,77.11,15.67,8.75,1344.0625,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0
67,76,122,6.87,22.99,0.71,17.99,81.17,801.29,4.72,13.51,776,332.3,19.31,10.57,59.310880829015545,0,0,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0
126,27,140,7.68,54.54,1.05,39.01,46.79,1725.06,7.94,6.9,1990,255.44,11.5,76.74,250.00869565217388,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0
62,83,142,7.53,38.42,0.33,13.41,62.3,810.24,8.32,5.89,1601,187.49,21.26,7.4,137.56196943972836,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
115,55,89,5.11,37.72,0.86,14.74,59.79,2130.71,10.58,15.6,1107,97.45,7.55,73.51,136.58397435897436,0,1,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0
95,91,122,7.17,59.32,1.1,11.37,68.05,731.01,4.94,13.73,995,76.56,7.08,72.41,53.24180626365622,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0
39,15,121,5.68,41.94,0.8,33.85,68.88,2148.86,7.73,15.67,1409,271.94,0.46,74.49,137.13209955328654,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0
34,61,83,6.01,50.49,0.92,12.82,52.01,1651.9,5.51,15.84,110,332.98,5.18,8.79,104.28661616161617,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0
152,18,37,6.46,31.4,0.55,18.3,38.01,2741.59,9.29,13.4,101,316.38,8.3,11.37,204.59626865671643,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,1,1,0,0,1,0,0
103,77,82,7.49,43.06,0.76,16.17,40.64,1467.26,6.48,1.98,1902,200.48,20.42,9.43,741.040404040404,0,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0
126,66,68,5.37,51.32,1.24,20.61,51.56,899.29,8.47,2.63,287,145.9,3.27,21.97,341.93536121673003,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0
147,24,75,5.17,29.82,1.56,32.97,63.61,2399.14,5.21,2.25,637,101.3,13.36,74.27,1066.2844444444445,0,0,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1,1,0,0
67,42,110,5.32,49.43,0.91,38.51,66.85,1750.98,8.07,5.21,1986,153.95,6.87,6.36,336.0806142034549,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0
170,20,77,5.54,43.44,1.19,36.37,85.94,1642.06,4.11,15.69,1296,295.83,14.79,9.45,104.65646908859146,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,1,0
76,41,74,5.0,36.71,1.57,35.23,48.31,563.14,9.89,1.65,500,269.98,24.99,7.54,341.2969696969697,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,1,0,0
138,26,104,7.95,50.65,1.31,22.52,36.56,1251.8,8.13,1.96,1537,332.14,20.23,11.59,638.6734693877551,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0
44,76,38,5.88,30.85,0.31,34.05,62.26,311.61,5.54,3.0,1790,115.57,5.35,9.09,103.87,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0
165,66,122,5.4,50.73,1.52,33.31,34.0,838.83,6.34,10.83,164,108.03,23.15,5.66,77.45429362880887,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0
34,62,131,6.97,42.56,1.43,17.43,39.94,1612.84,5.05,6.43,46,231.16,8.6,8.91,250.83048211508554,0,0,1,0,0,0,1,1,0,0,0,0,0,1,0,1,0,0,1,0,0,1,0
76,81,127,7.48,27.28,0.65,17.87,63.25,1483.32,8.71,16.99,182,262.88,16.33,73.66,87.30547380812243,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,1,0,0
